bus_id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47
11,6.157478206,5.779533063,5.455882538,5.195342628,4.937608929,4.761772632,4.632614617,4.5,4.511982419,4.536745205,4.668725444,4.765261413,4.975711108,5.195531714,5.518290883,5.715409144,5.980032,6.126541867,6.278203407,6.360648893,6.499298082,6.631095212,6.766004982,6.932544703,7.067932517,7.229634049,7.404345112,7.564540353,7.761316512,7.936533814,8.09743802,8.281523118,8.477204707,8.666826413,8.839165333,9,8.981960653,8.925478402,8.799049815,8.607064175,8.230419233,7.984740746,7.793240755,7.531835146,7.171222374,6.720722002,6.236249649,5.839447297
12,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
13,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
14,16.41994188,15.41208817,14.5490201,13.85424701,13.16695714,12.69806035,12.35363898,12,12.03195312,12.09798721,12.44993452,12.70736377,13.26856295,13.85475124,14.71544236,15.24109105,15.946752,16.33744498,16.74187575,16.96173038,17.33146155,17.68292057,18.04267995,18.48678587,18.84782005,19.27902413,19.7449203,20.17210761,20.69684403,21.16409017,21.59316805,22.08406165,22.60587922,23.1115371,23.57110755,24,23.95189508,23.80127574,23.46413284,22.95217113,21.94778462,21.29264199,20.78197535,20.08489372,19.12325966,17.92192534,16.62999906,15.57185946
15,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
16,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
17,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
18,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
19,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
20,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
21,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
22,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
23,12.31495641,11.55906613,10.91176508,10.39068526,9.875217857,9.523545265,9.265229234,9,9.023964837,9.073490409,9.337450887,9.530522827,9.951422216,10.39106343,11.03658177,11.43081829,11.960064,12.25308373,12.55640681,12.72129779,12.99859616,13.26219042,13.53200996,13.86508941,14.13586503,14.4592681,14.80869022,15.12908071,15.52263302,15.87306763,16.19487604,16.56304624,16.95440941,17.33365283,17.67833067,18,17.96392131,17.8509568,17.59809963,17.21412835,16.46083847,15.96948149,15.58648151,15.06367029,14.34244475,13.441444,12.4724993,11.67889459
24,57.46979659,53.94230859,50.92157036,48.48986453,46.08435,44.44321124,43.23773642,42,42.11183591,42.34295524,43.57477081,44.47577319,46.43997034,48.49162933,51.50404824,53.34381868,55.813632,57.18105742,58.59656513,59.36605634,60.66011543,61.89022198,63.14937983,64.70375056,65.96737016,67.47658445,69.10722104,70.60237663,72.43895411,74.0743156,75.57608819,77.29421577,79.12057727,80.89037985,82.49887644,84,83.83163276,83.30446509,82.12446494,80.33259896,76.81724618,74.52424697,72.73691371,70.29712803,66.93140882,62.72673869,58.20499672,54.50150811
25,57.46979659,53.94230859,50.92157036,48.48986453,46.08435,44.44321124,43.23773642,42,42.11183591,42.34295524,43.57477081,44.47577319,46.43997034,48.49162933,51.50404824,53.34381868,55.813632,57.18105742,58.59656513,59.36605634,60.66011543,61.89022198,63.14937983,64.70375056,65.96737016,67.47658445,69.10722104,70.60237663,72.43895411,74.0743156,75.57608819,77.29421577,79.12057727,80.89037985,82.49887644,84,83.83163276,83.30446509,82.12446494,80.33259896,76.81724618,74.52424697,72.73691371,70.29712803,66.93140882,62.72673869,58.20499672,54.50150811
26,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
27,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
28,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
29,16.41994188,15.41208817,14.5490201,13.85424701,13.16695714,12.69806035,12.35363898,12,12.03195312,12.09798721,12.44993452,12.70736377,13.26856295,13.85475124,14.71544236,15.24109105,15.946752,16.33744498,16.74187575,16.96173038,17.33146155,17.68292057,18.04267995,18.48678587,18.84782005,19.27902413,19.7449203,20.17210761,20.69684403,21.16409017,21.59316805,22.08406165,22.60587922,23.1115371,23.57110755,24,23.95189508,23.80127574,23.46413284,22.95217113,21.94778462,21.29264199,20.78197535,20.08489372,19.12325966,17.92192534,16.62999906,15.57185946
30,27.36656981,25.68681361,24.24836684,23.09041168,21.94492857,21.16343392,20.5893983,20,20.05325519,20.16331202,20.74989086,21.17893962,22.11427159,23.09125206,24.52573726,25.40181842,26.57792,27.22907496,27.90312625,28.26955064,28.88576925,29.47153428,30.07113325,30.81130979,31.41303341,32.13170688,32.9082005,33.62017935,34.49474005,35.27348362,35.98861342,36.80676941,37.67646537,38.5192285,39.28517926,40,39.91982513,39.6687929,39.10688807,38.25361855,36.57964104,35.48773665,34.63662558,33.47482287,31.87209944,29.86987557,27.71666511,25.9530991
31,20.52492735,19.26511021,18.18627513,17.31780876,16.45869643,15.87257544,15.44204872,15,15.0399414,15.12248402,15.56241815,15.88420471,16.58570369,17.31843905,18.39430294,19.05136381,19.93344,20.42180622,20.92734469,21.20216298,21.66432694,22.10365071,22.55334994,23.10848234,23.55977506,24.09878016,24.68115037,25.21513451,25.87105504,26.45511271,26.99146007,27.60507706,28.25734902,28.88942138,29.46388444,30,29.93986884,29.75159467,29.33016605,28.69021392,27.43473078,26.61580249,25.97746918,25.10611715,23.90407458,22.40240667,20.78749883,19.46482432
32,28.7348983,26.97115429,25.46078518,24.24493226,23.042175,22.22160562,21.61886821,21,21.05591795,21.17147762,21.7873854,22.2378866,23.21998517,24.24581467,25.75202412,26.67190934,27.906816,28.59052871,29.29828257,29.68302817,30.33005771,30.94511099,31.57468991,32.35187528,32.98368508,33.73829223,34.55361052,35.30118831,36.21947706,37.0371578,37.78804409,38.64710788,39.56028863,40.44518993,41.24943822,42,41.91581638,41.65223254,41.06223247,40.16629948,38.40862309,37.26212348,36.36845685,35.14856402,33.46570441,31.36336934,29.10249836,27.25075405
33,8.209970942,7.706044084,7.274510051,6.927123504,6.583478572,6.349030176,6.176819489,6,6.015976558,6.048993606,6.224967258,6.353681885,6.634281477,6.927375619,7.357721178,7.620545525,7.973376,8.168722489,8.370937876,8.480865191,8.665730776,8.841460283,9.021339975,9.243392937,9.423910023,9.639512065,9.872460149,10.0860538,10.34842202,10.58204509,10.79658403,11.04203082,11.30293961,11.55576855,11.78555378,12,11.97594754,11.90063787,11.73206642,11.47608557,10.97389231,10.646321,10.39098767,10.04244686,9.561629831,8.96096267,8.314999532,7.78592973
